1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
894,0.0,2.0,2.0,0,2,894,,1248,3,1994.0,894,3,18000,120.0,0.0,20,4,3,894,0.0,1935,1950,81000
1422,915.0,5.0,2.0,0,2,662,,560,2,1945.0,2337,3,13600,85.0,0.0,57,5,5,662,0.0,1900,1950,90000
1103,0.0,2.0,2.0,397,5,706,,440,1,1976.0,1103,4,6000,50.0,0.0,120,6,6,1103,,1925,1980,110500
1154,0.0,3.0,3.0,740,5,184,,480,3,1966.0,1154,3,11000,,200.0,58,6,5,1154,,1966,1966,154000
1306,954.0,3.0,5.0,1201,7,105,,533,1,1996.0,2260,4,14000,80.0,0.0,44,5,7,1306,,1996,1997,328000
799,772.0,3.0,2.0,0,2,799,,380,3,1993.0,1571,3,7837,59.0,0.0,40,7,6,799,,1993,1994,178000
798,813.0,4.0,5.0,674,7,0,,442,3,1964.0,1611,3,9760,80.0,360.0,128,6,6,780,,1964,1964,167900
1291,1230.0,5.0,2.0,837,6,105,,576,1,1973.0,2521,3,3964,42.0,0.0,20,4,6,942,,1973,1973,151400
893,0.0,2.0,2.0,220,6,625,,576,2,1985.0,893,4,9600,60.0,0.0,0,7,5,845,,1949,2003,135000
1048,0.0,3.0,2.0,586,5,462,,286,2,1956.0,1048,3,10152,72.0,120.0,20,5,5,1048,,1956,1956,135000
829,727.0,4.0,2.0,298,4,429,,441,1,1968.0,1556,3,11700,78.0,0.0,0,6,6,727,,1968,1968,154000
1002,454.0,4.0,3.0,0,2,810,,280,2,1954.0,1456,3,7585,50.0,0.0,0,3,5,810,,1948,1950,91500
698,728.0,3.0,2.0,535,5,155,,440,4,1977.0,1426,3,7950,75.0,140.0,0,6,6,690,252.0,1977,1977,159500
1240,0.0,2.0,4.0,0,2,1240,,826,3,2006.0,1240,4,8556,74.0,0.0,93,5,7,1240,,2006,2006,194000
960,780.0,3.0,2.0,410,5,390,,240,2,1940.0,1740,3,13125,75.0,0.0,0,6,7,800,,1940,1984,219500
1096,370.0,3.0,2.0,626,6,170,0.0,566,1,1950.0,1466,4,10800,60.0,0.0,21,8,5,796,,1936,1989,170000
1096,0.0,3.0,3.0,75,5,230,,299,4,1969.0,1096,3,15870,,0.0,32,5,5,1096,,1969,1969,138800
848,0.0,,3.0,662,7,186,,420,3,2004.0,848,4,4435,37.0,169.0,0,5,6,848,,2004,2004,155900
990,0.0,3.0,2.0,495,7,495,,299,2,1996.0,990,3,8775,65.0,0.0,64,5,5,990,,1994,1994,126000
1258,0.0,3.0,2.0,656,6,602,,528,1,1971.0,1258,4,11040,80.0,144.0,0,7,6,1258,,1971,2004,145000
1040,0.0,3.0,2.0,824,6,216,,308,4,1963.0,1040,3,7500,75.0,0.0,0,5,5,1040,,1963,1963,133000
1459,0.0,3.0,2.0,0,1,1459,,527,3,2002.0,1459,4,8749,70.0,100.0,39,5,7,1459,,2002,2002,192000
1251,0.0,3.0,2.0,553,1,698,,461,1,1964.0,1251,3,8800,80.0,425.0,116,6,6,1251,,1964,1964,160000
691,807.0,3.0,2.0,592,6,99,,409,4,1995.0,1498,3,13031,,0.0,44,5,6,691,,1995,1996,187500
996,0.0,2.0,4.0,747,7,189,,564,2,1992.0,996,4,9069,73.0,0.0,0,6,6,936,,1992,1992,147000
546,546.0,3.0,2.0,334,5,212,,286,3,1973.0,1092,3,1974,,0.0,96,5,4,546,,1973,1973,83500
1082,871.0,3.0,3.0,0,2,1082,,1043,3,2005.0,1953,4,10574,85.0,0.0,50,5,8,1082,,2005,2006,252000
970,739.0,3.0,2.0,0,2,970,,380,2,2004.0,1709,4,2522,24.0,50.0,40,5,7,970,,2004,2004,137500
1247,0.0,1.0,2.0,1039,7,208,,550,4,2005.0,1247,4,3316,37.0,0.0,84,5,8,1247,,2005,2005,197000
1040,0.0,2.0,1.0,0,1,0,,400,2,1987.0,1040,3,8544,60.0,0.0,0,4,3,0,,1950,1950,92900
624,628.0,2.0,2.0,510,5,90,,462,1,1999.0,1252,4,2160,24.0,212.0,48,5,7,600,,1999,2000,160000
1390,304.0,4.0,2.0,423,4,758,,576,2,1925.0,1694,3,8400,60.0,0.0,0,5,6,1181,,1925,1950,136500
1200,0.0,1.0,3.0,661,7,203,,884,2,1977.0,1200,4,9230,71.0,166.0,64,8,5,864,,1965,1998,146000
936,0.0,2.0,2.0,248,5,448,,308,4,1956.0,936,3,5868,74.0,0.0,0,7,5,936,,1956,2000,129000
1314,0.0,3.0,2.0,24,7,1290,,440,3,2006.0,1314,4,9317,78.0,0.0,22,5,6,1314,,2006,2006,176432
773,582.0,3.0,2.0,0,2,684,,0,1,,1355,4,6882,60.0,0.0,0,7,6,684,,1914,2006,127000
1088,0.0,2.0,2.0,0,2,1074,,461,3,1987.0,1088,4,3696,,0.0,74,5,8,1074,,1986,1986,170000
757,567.0,3.0,2.0,672,5,0,,240,2,1936.0,1324,3,6000,50.0,0.0,0,6,4,672,,1936,1950,128000
1601,,3.0,2.0,704,6,567,,478,3,1978.0,1601,3,11880,82.0,206.0,0,5,7,1271,,1978,1978,157000
438,0.0,1.0,2.0,290,4,0,,246,2,1930.0,438,2,8400,60.0,0.0,0,5,2,290,,1920,1950,60000
950,0.0,,2.0,412,5,251,,280,2,1981.0,950,3,9758,61.0,0.0,0,5,5,950,,1971,1971,119500
1134,0.0,2.0,2.0,588,1,422,,254,1,1960.0,1134,3,7000,70.0,45.0,16,7,5,1010,0.0,1960,2002,135000
1194,0.0,3.0,3.0,655,6,0,,539,4,1954.0,1194,3,8910,79.0,0.0,0,6,6,655,,1959,1959,159500
630,672.0,3.0,2.0,0,2,630,,440,2,1970.0,1302,3,2016,24.0,304.0,0,5,5,630,,1970,1970,106000
1500,,3.0,4.0,1032,7,431,,712,3,1994.0,2622,4,12256,98.0,362.0,32,5,8,1463,,1994,1995,325000
1442,0.0,3.0,3.0,738,7,172,,719,4,1990.0,1442,4,10357,114.0,0.0,244,5,7,910,0.0,1990,1991,179900
887,1134.0,3.0,2.0,0,2,868,,422,3,2006.0,2021,4,23257,168.0,0.0,100,5,7,868,0.0,2006,2006,274725
948,742.0,3.0,2.0,0,2,924,,463,3,2000.0,1690,3,8063,,0.0,48,5,6,924,,2000,2000,181000
1836,0.0,3.0,3.0,1039,7,797,,862,4,2004.0,1836,4,11362,107.0,42.0,185,5,8,1836,,2004,2005,280000
773,885.0,3.0,2.0,219,7,554,,431,4,1995.0,1658,3,8000,,0.0,84,5,6,773,,1995,1996,188000
1098,866.0,4.0,2.0,403,1,400,0.0,483,3,1976.0,1964,3,10480,80.0,660.0,69,6,7,803,,1976,1976,205000
816,0.0,2.0,2.0,708,7,108,,308,2,1957.0,816,3,7100,73.0,0.0,0,7,5,816,,1957,1957,129900
1008,0.0,2.0,2.0,643,5,365,,240,2,1953.0,1008,4,8923,66.0,0.0,18,7,5,1008,,1953,2006,134500
833,0.0,2.0,2.0,415,4,418,,326,2,1955.0,833,4,5400,90.0,0.0,0,7,5,833,,1954,2000,117000
1734,0.0,3.0,2.0,1004,7,730,,928,1,2007.0,1734,5,12085,93.0,328.0,0,5,8,1734,,2007,2007,318000
779,640.0,3.0,2.0,353,7,55,,527,4,2002.0,1419,4,7750,,0.0,0,5,8,408,,2002,2002,184100
894,0.0,3.0,2.0,702,5,192,,450,3,1967.0,894,4,9764,57.0,0.0,0,7,5,894,,1967,2003,130000
1021,580.0,,2.0,0,2,533,,300,3,1958.0,1601,3,13825,85.0,0.0,34,6,5,533,,1958,1987,140000
1040,0.0,,2.0,369,3,671,,286,3,1959.0,1040,3,7560,70.0,0.0,0,5,5,1040,,1959,1959,133700
1012,0.0,2.0,2.0,0,2,1012,,308,2,1920.0,1012,3,8263,59.0,0.0,22,5,6,1012,,1920,1950,118400
1552,0.0,3.0,4.0,24,7,1528,,782,1,2005.0,1552,4,10084,84.0,196.0,20,5,7,1552,,2005,2006,212900
960,0.0,3.0,2.0,0,2,672,,288,2,1956.0,960,3,8926,,0.0,0,3,4,672,,1956,1956,112000
698,0.0,2.0,2.0,0,2,698,,0,1,,698,3,9405,50.0,0.0,200,9,5,698,0.0,1947,2008,118000
812,670.0,3.0,2.0,0,2,384,,392,4,1992.0,1482,4,9125,,170.0,25,5,7,384,,1992,1992,163900
1005,0.0,2.0,2.0,0,2,1005,,672,2,1977.0,1005,2,10434,60.0,0.0,0,5,4,1005,,1955,1955,115000
1555,0.0,2.0,2.0,0,2,1373,,660,4,2007.0,1555,4,3684,53.0,130.0,20,5,7,1373,,2007,2007,174000
1530,0.0,3.0,4.0,1300,7,230,0.0,630,4,2004.0,1530,4,14572,182.0,0.0,36,5,7,1530,144.0,2004,2004,259000
847,1112.0,4.0,4.0,0,2,847,,434,4,2004.0,1959,4,11796,59.0,0.0,48,5,7,847,,2004,2005,215000
936,0.0,2.0,5.0,936,7,0,,672,2,1980.0,936,3,7200,60.0,180.0,0,5,5,936,,1980,1980,140000
1328,653.0,4.0,2.0,622,5,500,,576,2,1981.0,1981,4,7804,65.0,0.0,44,3,4,1122,431.0,1928,1950,135000
974,0.0,3.0,3.0,212,5,762,,0,1,,974,3,10712,63.0,0.0,28,5,5,974,,1991,1992,93500
1178,1032.0,5.0,3.0,0,2,1008,,205,2,1930.0,2210,2,9900,90.0,0.0,48,4,6,1008,,1880,1950,117500
1142,878.0,3.0,2.0,584,7,544,,466,3,1995.0,2020,4,9828,80.0,0.0,155,5,8,1128,,1995,1995,239500
916,684.0,3.0,4.0,0,2,916,,460,4,1997.0,1600,3,8773,57.0,0.0,38,5,6,916,,1997,1997,169000
986,0.0,2.0,2.0,0,2,960,0.0,180,2,1926.0,986,3,6180,60.0,0.0,128,5,6,960,,1926,1950,102000
1032,220.0,3.0,2.0,280,5,752,,288,2,1950.0,1252,3,9600,80.0,0.0,0,5,6,1032,0.0,1950,1950,119000
780,240.0,2.0,2.0,0,2,780,,0,1,,1020,3,6342,54.0,0.0,0,8,5,780,,1875,1996,94000
1567,0.0,2.0,5.0,1567,6,0,,714,3,1977.0,1567,4,9819,,0.0,32,5,6,1567,,1977,1977,196000
1167,0.0,3.0,2.0,645,5,270,,495,2,1972.0,1167,3,8731,98.0,0.0,0,5,5,915,,1920,1950,144000
952,0.0,2.0,3.0,852,6,100,,840,2,1988.0,952,3,7350,60.0,0.0,0,7,5,952,,1951,1951,139000
1088,780.0,4.0,2.0,381,6,399,,484,2,1976.0,1868,4,10304,,44.0,96,7,5,780,,1976,1976,197500
1466,1362.0,4.0,5.0,1150,7,316,,1052,3,2006.0,2828,4,9965,77.0,340.0,144,5,8,1466,,2006,2007,424870
1006,0.0,3.0,2.0,288,7,718,,0,1,,1006,3,9000,,0.0,24,3,5,1006,,1959,1959,80000
672,252.0,2.0,2.0,348,5,324,,280,2,1941.0,924,2,12180,60.0,0.0,0,4,4,672,,1941,1950,80000
1042,534.0,3.0,2.0,0,2,1042,,225,2,1928.0,1576,3,6240,52.0,0.0,0,6,5,1042,,1928,1950,149000
1298,,3.0,2.0,1258,7,40,,403,1,1985.0,1298,4,11200,,85.0,26,5,6,1298,,1985,1985,180000
860,704.0,3.0,2.0,275,4,429,,234,2,1941.0,1564,2,12000,75.0,0.0,0,7,7,704,,1941,1950,174500
572,539.0,2.0,2.0,0,2,572,,288,2,1982.0,1111,3,5700,,0.0,0,7,7,572,,1926,1950,116900
832,650.0,3.0,2.0,624,6,26,,324,2,1930.0,1482,3,9000,50.0,0.0,0,9,7,650,,1920,1988,143000
932,0.0,2.0,2.0,0,2,932,,306,2,1950.0,932,4,8280,57.0,0.0,0,5,6,932,,1950,1950,124000
1466,0.0,3.0,2.0,176,1,1290,,528,4,1959.0,1466,2,17755,134.0,132.0,140,4,5,1466,,1959,1959,149900
1811,,2.0,2.0,296,6,230,,470,4,1956.0,1811,5,14115,90.0,0.0,0,7,6,1073,,1956,2004,230000
816,0.0,2.0,4.0,538,1,278,,432,2,2002.0,816,3,5890,,0.0,0,8,6,816,,1930,2007,120500
902,918.0,4.0,5.0,454,6,410,,492,2,1965.0,1820,4,13700,,288.0,84,6,7,864,,1965,1988,201800
1437,0.0,3.0,5.0,1157,6,280,,528,3,1976.0,1437,4,10768,90.0,0.0,21,8,5,1437,,1976,2004,218000
1265,0.0,3.0,5.0,633,6,586,,502,3,1965.0,1265,4,9350,85.0,0.0,92,8,5,1219,,1965,1999,179900
1314,0.0,2.0,2.0,904,7,410,,626,1,2008.0,1314,4,5001,34.0,166.0,62,5,7,1314,,2007,2008,230000
1580,0.0,3.0,2.0,0,2,1580,,830,3,2008.0,1580,4,11932,92.0,186.0,24,5,8,1580,,2007,2008,235128
943,933.0,4.0,2.0,442,6,459,,540,3,1974.0,1876,4,9120,76.0,270.0,69,6,6,901,,1974,1974,185000
855,601.0,3.0,2.0,311,1,544,,440,2,1978.0,1456,3,2280,24.0,0.0,0,5,6,855,,1978,1978,146000
1640,0.0,3.0,2.0,728,5,568,,924,2,1993.0,1640,4,14778,,72.0,0,7,6,1296,,1954,2006,224000
894,0.0,3.0,2.0,492,5,402,,450,1,1968.0,894,3,8724,109.0,0.0,0,5,5,894,,1968,1968,129000
1258,0.0,0.0,4.0,1198,1,0,0.0,400,2,1969.0,1258,3,12900,60.0,0.0,0,4,4,1198,,1969,1969,108959
1432,0.0,2.0,5.0,680,6,289,,588,2,1978.0,1432,4,16157,,0.0,180,7,5,1360,,1978,1978,194000
1502,0.0,3.0,2.0,0,2,1502,0.0,644,3,2009.0,1502,4,9541,79.0,268.0,114,5,7,1502,,2009,2009,233170
1694,0.0,,4.0,0,2,1694,,776,1,2008.0,1694,4,10475,64.0,72.0,33,5,8,1694,160.0,2008,2008,245350
959,712.0,3.0,2.0,786,7,173,,472,4,2000.0,1671,3,10852,58.0,0.0,38,5,6,959,,2000,2000,173000
1236,872.0,4.0,2.0,626,4,501,,540,2,1935.0,2108,4,13728,120.0,0.0,0,7,6,1127,,1935,1986,235000
1831,1796.0,4.0,5.0,1387,7,543,,807,4,1995.0,3627,4,35760,118.0,1378.0,76,5,10,1930,,1995,1996,625000
1118,0.0,3.0,4.0,522,6,574,,358,4,1977.0,1118,3,9880,76.0,0.0,0,6,6,1096,,1977,1977,171000
1261,0.0,3.0,2.0,662,6,599,,433,3,1958.0,1261,3,9120,76.0,0.0,0,6,6,1261,,1958,1958,163000
625,625.0,2.0,2.0,0,2,625,,625,4,2006.0,1250,4,4017,35.0,0.0,54,5,7,625,,2006,2007,171900
1636,971.0,3.0,2.0,152,4,977,,0,1,,3086,5,18030,138.0,0.0,0,6,5,1598,,1946,1994,200500
1170,1175.0,4.0,2.0,503,4,449,,360,2,1932.0,2345,3,16560,80.0,0.0,0,8,6,952,,1932,1950,239000
2129,743.0,4.0,2.0,700,7,983,,541,4,1992.0,2872,4,10678,85.0,337.0,33,5,8,1683,,1992,2000,285000
923,0.0,3.0,2.0,658,6,218,,264,2,1984.0,923,3,6951,37.0,0.0,0,5,5,876,,1984,1985,119500
818,406.0,3.0,2.0,468,4,350,,210,2,1926.0,1224,3,3950,,0.0,0,8,6,818,,1926,2004,115000
820,523.0,3.0,2.0,0,2,731,,186,2,1921.0,1343,3,7681,54.0,0.0,0,6,5,731,,1921,1950,154900
1124,0.0,3.0,1.0,0,1,0,190.0,0,1,,1124,3,8335,77.0,0.0,36,5,5,0,,1954,1954,93000
1298,1216.0,4.0,2.0,1216,3,0,,693,4,1990.0,2514,3,11170,,0.0,0,5,7,1216,,1990,1991,250000
1652,0.0,2.0,5.0,1480,7,120,,482,1,2008.0,1652,4,5587,64.0,186.0,53,5,8,1600,162.0,2008,2008,392500
2411,2065.0,4.0,4.0,2096,7,300,,813,4,1996.0,4476,5,15623,160.0,0.0,78,5,10,2396,,1996,1996,745000
1130,,2.0,2.0,821,1,299,,720,2,1970.0,1130,3,10800,60.0,0.0,0,6,5,1120,,1920,1950,120000
1572,0.0,3.0,5.0,1159,4,413,,995,3,1963.0,1572,3,35133,50.0,226.0,263,4,5,1572,,1963,1963,186700
949,272.0,4.0,2.0,392,5,392,,392,2,1965.0,1221,3,9738,60.0,0.0,0,7,5,784,,1924,1950,104900
1014,685.0,3.0,3.0,440,5,538,,420,2,1920.0,1699,3,10615,107.0,0.0,74,5,3,978,,1900,1970,95000
1624,0.0,2.0,2.0,1456,7,168,,757,3,1994.0,1624,4,12461,89.0,0.0,114,5,8,1624,,1994,1995,262000
831,829.0,3.0,2.0,0,2,831,,493,3,2002.0,1660,4,8935,68.0,95.0,68,5,7,831,,2002,2002,195000
1028,776.0,3.0,2.0,0,2,994,,442,4,1999.0,1804,4,7500,60.0,0.0,60,5,7,994,,1999,1999,189000
1622,0.0,3.0,4.0,1159,5,90,,1356,4,1975.0,1622,3,32463,,149.0,0,4,4,1249,,1961,1975,168000
764,677.0,2.0,2.0,0,2,776,,492,2,1999.0,1441,4,2645,24.0,456.0,0,5,8,776,206.0,1999,2000,174000
842,630.0,3.0,3.0,0,2,702,,250,2,1925.0,1472,4,9600,60.0,0.0,0,8,5,702,,1925,1994,125000
1224,0.0,2.0,2.0,883,7,341,,402,4,1999.0,1224,3,4500,,425.0,304,5,6,1224,,1999,1999,165000
663,689.0,4.0,2.0,371,6,292,,299,4,1969.0,1352,3,9364,80.0,143.0,36,7,6,663,,1969,1969,158000
728,728.0,,2.0,0,2,728,,400,1,2005.0,1456,4,8029,51.0,0.0,24,5,6,728,100.0,2005,2005,176000
879,984.0,4.0,4.0,0,2,879,,660,4,2006.0,1863,4,14054,58.0,0.0,17,5,7,879,,2006,2006,219210
815,875.0,3.0,2.0,0,2,815,,225,1,1916.0,1690,3,8850,65.0,0.0,0,6,7,815,,1916,1950,144000
1212,0.0,3.0,2.0,0,2,1212,,573,3,2001.0,1212,4,9100,70.0,0.0,0,5,7,1212,,2001,2001,178000
1382,0.0,3.0,2.0,547,4,504,,459,1,1974.0,1382,3,11235,75.0,51.0,82,5,4,1051,,1963,1979,148000
864,0.0,3.0,2.0,0,2,864,,280,1,1972.0,864,3,9353,71.0,0.0,0,5,4,864,,1970,1970,116050
866,913.0,,4.0,0,2,866,0.0,546,3,1998.0,1779,4,10400,80.0,0.0,36,5,7,866,,1998,1998,197900
884,464.0,3.0,2.0,0,1,884,,216,2,1960.0,1348,3,6000,50.0,0.0,0,8,5,884,,1925,1997,117000
1630,0.0,3.0,2.0,0,1,1630,,451,2,2000.0,1630,4,9750,75.0,171.0,234,5,7,1630,,2000,2001,213000
1074,0.0,3.0,2.0,788,6,268,,495,3,1975.0,1074,3,10140,78.0,0.0,88,6,5,1056,,1975,1975,153500
2196,0.0,,3.0,485,6,1496,,701,3,1990.0,2196,4,14684,90.0,234.0,70,7,7,2158,84.0,1990,1991,271900
1056,0.0,,2.0,1056,4,0,0.0,384,2,1966.0,1056,3,8900,,0.0,42,4,4,1056,,1966,1966,107000
1700,0.0,3.0,4.0,340,7,1342,0.0,544,3,2003.0,1700,4,9135,70.0,120.0,23,5,6,1682,,2003,2003,200000
1283,0.0,3.0,2.0,504,4,319,,506,2,1980.0,1283,3,7763,70.0,0.0,0,7,5,931,,1962,1980,140000
1660,0.0,3.0,3.0,1220,7,440,0.0,500,3,2006.0,1660,4,10182,85.0,420.0,50,5,8,1660,,2006,2006,290000
1055,790.0,,2.0,0,2,1055,,462,3,1992.0,1845,4,11218,70.0,0.0,104,5,6,1055,,1992,1992,189000
1080,672.0,4.0,4.0,427,7,132,,492,3,1988.0,1752,3,12134,152.0,0.0,12,7,8,559,,1988,2005,164000
672,0.0,2.0,2.0,344,4,328,,234,2,1941.0,672,3,9340,50.0,0.0,113,6,4,672,,1941,1950,113000
960,0.0,0.0,4.0,648,7,0,,364,2,1965.0,960,3,10246,,0.0,0,9,4,648,,1965,2001,145000
999,0.0,3.0,4.0,784,5,141,,300,2,1962.0,999,3,10205,69.0,0.0,72,5,5,925,,1962,1962,134500
894,0.0,3.0,2.0,180,4,340,,384,1,1966.0,894,3,7094,99.0,0.0,0,5,5,894,,1966,1966,125000
1318,584.0,4.0,1.0,0,1,0,,539,2,1978.0,1902,3,8930,68.0,0.0,0,5,6,0,,1978,1978,112000
1314,0.0,3.0,3.0,936,7,364,,552,3,2009.0,1314,4,8640,72.0,72.0,112,5,8,1300,,2009,2009,229456
672,,2.0,1.0,0,1,0,,0,1,,912,3,6240,52.0,0.0,0,5,4,0,,1947,1950,80500
672,546.0,3.0,2.0,0,1,672,,0,1,,1218,3,1680,21.0,236.0,0,5,6,672,,1971,1971,91500
912,0.0,2.0,2.0,312,4,0,,288,2,1964.0,912,3,7800,66.0,0.0,0,5,5,912,,1964,1964,115000
1211,0.0,3.0,2.0,250,5,210,0.0,322,1,1968.0,1211,3,8250,55.0,0.0,63,5,5,952,0.0,1968,1968,134000
1168,678.0,3.0,3.0,196,4,844,0.0,315,2,1949.0,1846,3,10496,78.0,320.0,0,6,6,1040,0.0,1949,1950,143000
2136,0.0,4.0,2.0,756,3,1380,,528,2,1951.0,2136,3,10680,89.0,44.0,30,3,5,2136,,1951,1951,137900
788,702.0,3.0,4.0,724,7,64,,388,4,2004.0,1490,4,15384,60.0,0.0,75,5,7,788,,2004,2005,184000
1138,0.0,3.0,4.0,507,7,81,,264,1,1958.0,1138,3,10482,65.0,63.0,0,8,6,588,,1958,1958,145000
894,1039.0,4.0,3.0,0,2,894,,668,4,2007.0,1933,4,14598,86.0,74.0,18,5,6,894,,2007,2007,214000
912,0.0,2.0,2.0,595,6,317,,576,2,1992.0,912,4,8872,72.0,300.0,240,8,5,912,,1965,2008,147000
1702,0.0,1.0,2.0,1540,7,162,,1052,4,2008.0,1702,5,8769,65.0,766.0,72,5,9,1702,,2008,2008,367294
1507,0.0,4.0,2.0,666,6,409,0.0,404,2,1960.0,1507,3,7910,70.0,0.0,0,5,5,1075,,1960,1960,127000
1361,1259.0,4.0,2.0,498,7,652,145.0,600,3,1977.0,2620,3,18890,,1.0,24,5,5,1361,,1977,1977,190000
1190,0.0,3.0,4.0,803,6,303,,540,1,1962.0,1190,3,7728,70.0,120.0,18,6,5,1106,,1962,1962,132500
1224,0.0,2.0,1.0,0,1,0,,462,2,1962.0,1224,3,9842,70.0,0.0,0,5,4,0,0.0,1962,1962,101800
1188,,3.0,2.0,1000,4,188,,531,3,1959.0,1188,3,12160,,180.0,0,5,5,1188,,1959,1959,142000
1024,940.0,4.0,4.0,0,2,940,,0,1,,1964,3,8525,55.0,0.0,192,6,5,940,,1911,1950,130000
892,892.0,4.0,3.0,0,2,747,,180,2,1914.0,1784,3,13132,96.0,0.0,40,5,5,747,,1914,1950,138887
764,862.0,2.0,2.0,0,2,764,,474,3,2003.0,1626,4,2628,36.0,106.0,27,5,7,764,0.0,2003,2003,175500
847,1101.0,,2.0,0,2,847,0.0,434,1,2004.0,1948,4,12393,41.0,0.0,48,5,7,847,,2004,2005,195000
1141,0.0,3.0,2.0,0,2,1141,,484,2,2005.0,1141,3,13072,63.0,0.0,0,5,6,1141,,2005,2005,142500
1484,0.0,,4.0,428,7,1048,,472,3,2006.0,1484,5,9037,64.0,32.0,33,5,8,1476,,2006,2006,265900
884,884.0,,2.0,550,7,334,,543,1,2003.0,1768,4,8158,65.0,252.0,63,5,7,884,,2003,2003,224900
1689,0.0,3.0,4.0,0,2,1689,,954,3,2007.0,1689,4,9849,83.0,0.0,56,6,7,1689,,2007,2007,248328
1173,0.0,3.0,5.0,885,7,0,,528,3,1974.0,1173,4,10625,85.0,81.0,120,6,7,1053,0.0,1974,1974,170000
2076,0.0,2.0,5.0,1386,7,690,,850,1,2006.0,2076,5,13891,107.0,,229,5,10,2076,,2006,2006,465000
792,725.0,3.0,2.0,0,2,792,,400,2,1931.0,1517,4,11435,,0.0,0,7,8,792,,1929,1950,230000
1140,728.0,3.0,2.0,0,2,585,,477,4,1984.0,1868,3,12090,78.0,74.0,112,7,6,585,,1984,2003,178000
756,797.0,3.0,2.0,0,2,756,,615,3,2005.0,1553,4,8125,65.0,0.0,45,5,7,756,,2005,2006,186500
1034,0.0,3.0,4.0,539,7,473,,888,2,1976.0,1034,3,12328,,335.0,0,5,6,1012,,1976,1976,169900
1134,924.0,3.0,2.0,319,4,416,,396,2,1950.0,2058,3,9600,60.0,0.0,0,5,6,735,,1917,1950,129500
988,0.0,3.0,2.0,534,5,246,,276,2,1950.0,988,3,7200,60.0,0.0,80,7,5,876,,1950,1950,119000
2110,0.0,3.0,2.0,1065,6,1045,0.0,522,4,1968.0,2110,5,11160,93.0,0.0,0,5,7,2110,,1968,1968,244000
1405,0.0,2.0,2.0,0,2,1405,,478,3,2003.0,1405,4,3136,,163.0,36,5,7,1405,,2003,2003,171750
874,0.0,3.0,2.0,510,1,354,,288,3,1968.0,874,3,9858,62.0,0.0,0,6,5,864,33.0,1968,1968,130000
1516,651.0,,5.0,125,3,36,,518,3,1974.0,2167,4,17542,,0.0,47,7,7,1192,,1974,2003,294000
760,896.0,3.0,2.0,0,2,746,,397,4,2003.0,1656,4,6931,60.0,92.0,128,5,7,746,,2003,2004,165400
959,408.0,3.0,2.0,425,3,459,,560,1,1978.0,1367,3,6240,52.0,0.0,0,6,6,884,,1931,1950,127500
1987,0.0,2.0,5.0,1314,7,672,,691,4,1994.0,1987,4,14303,91.0,554.0,36,5,8,1986,,1994,1994,301500
864,0.0,2.0,2.0,0,2,864,,0,1,,864,3,4060,56.0,0.0,96,8,5,864,,1922,1950,99900
1166,0.0,2.0,5.0,655,7,201,,400,4,2005.0,1166,4,9587,59.0,182.0,0,5,7,856,,2005,2005,190000
1054,0.0,3.0,2.0,602,6,14,,460,2,1969.0,1054,3,9750,65.0,0.0,0,8,6,1054,,1969,1969,151000
892,783.0,3.0,2.0,0,2,841,,502,4,1999.0,1675,3,24682,,0.0,103,5,6,841,,1999,1999,181000
1050,0.0,2.0,2.0,504,4,546,,338,2,1956.0,1050,3,9600,80.0,0.0,0,6,5,1050,,1956,1956,128900
1104,684.0,5.0,4.0,0,2,1104,,304,2,1957.0,1788,3,11250,,0.0,0,5,4,1104,,1957,1989,161500
1060,764.0,,2.0,0,2,764,,520,2,1940.0,1824,3,13515,60.0,0.0,0,6,6,764,,1919,1950,180500
1337,0.0,2.0,2.0,266,7,1139,,511,4,1998.0,1337,4,4060,34.0,0.0,68,5,6,1405,,1998,1999,181000
713,739.0,3.0,2.0,450,7,241,,506,2,1999.0,1452,4,3735,35.0,218.0,34,5,7,691,,1999,1999,183900
964,925.0,4.0,2.0,0,2,925,,308,2,1960.0,1889,3,10120,60.0,0.0,0,4,7,925,,1910,1950,122000
2018,0.0,3.0,5.0,0,2,2002,,746,4,2009.0,2018,5,13214,89.0,0.0,76,5,9,2002,,2008,2009,378500
1968,1479.0,4.0,3.0,192,4,536,,1014,1,1982.0,3447,4,14100,,632.0,12,9,8,728,,1935,1997,381000
874,650.0,3.0,2.0,460,5,414,,315,2,1958.0,1524,3,11344,78.0,180.0,0,5,5,874,,1958,1958,144000
1332,192.0,0.0,5.0,1258,7,74,,586,4,1979.0,1524,4,23595,,0.0,0,6,7,1332,,1979,1979,260000
1489,0.0,3.0,2.0,0,2,1489,,462,3,1968.0,1489,4,9156,,0.0,0,7,6,1489,,1968,1968,185750
935,0.0,3.0,2.0,560,5,0,,288,2,1965.0,935,3,13526,,114.0,0,6,5,935,,1965,1965,137000
1357,0.0,2.0,4.0,719,6,300,,312,3,1959.0,1357,5,11512,124.0,84.0,0,7,6,1019,,1959,2006,177000
